filename,henry_cons,f-chi-0-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-2-all,f-Z-3-all,f-I-3-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-1-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-3,f-lig-I-0,f-lig-I-3,f-lig-T-0,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,lc-chi-3-all,lc-Z-0-all,lc-Z-3-all,lc-T-0-all,lc-T-1-all,lc-S-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-T-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-alpha-0-all,func-alpha-2-all,D_func-chi-3-all,D_func-T-1-all,D_func-alpha-3-all,feature_2,feature_4,feature_6,feature_7,feature_9,feature_10,feature_11,feature_13,feature_16,feature_17,feature_19,feature_42,feature_44,feature_45,feature_46,feature_47,feature_48,feature_51,feature_52,feature_54,feature_56,feature_58,feature_59,feature_60,feature_61,feature_62,feature_68,feature_86,feature_88,feature_89,feature_90,feature_92,feature_93,feature_96,feature_97,feature_98,feature_100,feature_101,feature_102,feature_103,feature_104,label_y
1990718_no_solvent,0,118.047,437.57,636.776,1301,3960,2840,78,236,300,214,20.2114,37.2992,37.036,54.9336,729,1242,1026,1620,11,36,90,120,162,5.5692,6.7536,9.5634,-8.56,-4.66,-8.54,116,178,237,21,28,39,3.14,4.72,6.27,234.5522,509.014,835.7798667,1002.756333,962,2168,3321.333333,36,159.3333333,204,766.6666667,851.3333333,15.32733333,37.67866667,57.58973333,25.81066667,54,120.6666667,3,9,0.552633333,131.4566667,199.5617427,229.4017427,6,7.333333333,-2,0.213333333,0.186666667,-5.271406667,-9.871406667,45.87,299.7785613,2.46,-1.333333333,-12.47140667,0.010598715,-0.008624459,0.006307526,0.004420275,-0.003596896,0.014545008,0.003097701,-0.002520683,-0.001314348,0.005314916,-0.00829436,9.71E-06,-8.58E-06,-1.59E-05,-5.89E-06,-2.68E-05,6.75E-05,2.40E-05,6.75E-05,2.75E-05,1.24E-05,-4.62E-06,1.77E-05,8.32E-05,-7.96E-06,0.000104349,-2.21E-35,1.36E-05,-1.69E-05,-1.26E-05,9.65E-05,2.96E-06,2.98E-05,5.87E-06,-4.16E-05,7.60E-05,-4.50E-05,3.27E-05,0.000126913,-3.71E-05,0.000745755,2
2040578_no_solvent,0.019,113.5785333,305.0970667,456.32,1799.333333,4374.666667,3048,54.66666667,241.3333333,246.6666667,220,22.58426667,21.714,27.34875,56.05875,900,915,1170,1890,13,16,42,92,122,3.8645,6.55655,10.8861,-6.56,-5.85,-12.525,89.5,156,327,5.5,3,21.5,2.29,3.51,8.72,219.3308,500.446,820.3596,974.1936667,914,2192,3032.666667,33.33333333,154.6666667,224.6666667,940.6666667,850,14.3548,37.73,56.8216,20.99085714,57.57142857,80.85714286,4,16,0.545585714,129.7885714,183.9572731,142.4001303,9.142857143,9.571428571,-2.142857143,0.388571429,0.38,-4.579554286,-5.222411429,39.52,229.7133333,4.391904762,-2,-14.83667524,0.007082843,-0.005769588,0.006138288,0.003202249,-0.002608509,0.012641195,0.001670563,-0.001360818,-0.00114948,0.005570538,-0.005371965,1.74E-06,2.02E-06,-1.15E-06,-1.09E-05,-2.39E-06,9.17E-06,2.67E-05,3.60E-06,-2.62E-06,-1.24E-05,-2.91E-06,2.01E-06,9.09E-05,-2.01E-06,4.58E-05,-1.20E-34,7.39E-06,-8.31E-06,-1.23E-05,2.07E-05,-1.27E-05,1.03E-05,-3.38E-05,-4.50E-05,-4.22E-05,-9.31E-06,-2.18E-06,0.000118738,0.000132672,0.000202176,1
2050360_no_solvent,0.000646,200.3598,647.6742,841.095,2165,4884,4688,128,404,550,570,36.1558,21.384,28.2975,43.857,900,900,960,1620,10,16,44,68,88,3.8776,6.0129,8.9342,-6.36,-5.6,-10.08,90,178,246,5,11,18,2.28,4.58,6.28,123.116,223.38,345.8884,401.347,596,1080,1588,16,58,80,256,250,7.848,16.8476,24.2152,21.25777778,55.66666667,83.11111111,2,6,0.549344444,100.9466667,154.2484093,155.3317933,6,9.222222222,-2,0.213333333,0.371111111,-5.071406667,-5.152344444,108.4466667,230.7939142,1.623333333,-1.777777778,6.028593333,0.007278647,-0.005859286,0.005183775,0.003124977,-0.002515596,0.009131336,0.001883855,-0.001516497,-0.001061165,0.00385191,-0.004431278,2.29E-05,-2.81E-05,-2.16E-05,-5.20E-05,-3.17E-05,0.000123857,0.000131828,7.23E-05,-1.16E-05,6.11E-05,-3.64E-06,6.53E-06,0.000222065,5.97E-05,0.000106566,-2.99E-35,-2.01E-06,-9.28E-07,-9.37E-06,0.000107486,3.28E-05,-0.000119011,1.64E-05,-0.000128413,4.07E-05,-2.65E-05,2.91E-05,0.000233234,-4.24E-05,0.000100363,2
2054352_no_solvent,0.012,217.7861,825.5775,1174.6108,4565,10690,9490,149,432.5,617,671,40.51345,33.07893333,35.02806667,68.0394,2304,2176,2336,3456,15.33333333,36,88,144,188,6.561333333,9.097066667,14.1192,-9.433333333,-7.206666667,-14.34666667,242.6666667,335.3333333,664,21.33333333,24,60.66666667,4.446666667,5.693333333,13.15333333,135.9207091,287.997,446.0733818,495.1683636,558.3636364,1219.636364,1522.181818,20.72727273,78.90909091,110.3636364,378.1818182,371.6363636,8.824763636,21.049,30.30690909,14.52755556,58.16666667,62.88888889,2.166666667,6.5,0.544411111,98.19222222,133.030922,104.2836744,6.111111111,5.5,-2,0.266666667,0.167777778,-2.583307778,-5.242838889,42.67,254.4590409,2.333333333,0.111111111,0.58578,0.006356961,-0.008130919,0.005882455,0.002858827,-0.003656604,0.012442341,0.001389367,-0.00177708,-0.00173681,0.005909852,-0.007734306,1.36E-05,-2.64E-05,-5.23E-06,-2.83E-05,-6.17E-05,9.38E-05,6.89E-05,0.000165953,4.23E-06,0.000168937,7.16E-06,1.87E-05,0.000145058,4.83E-05,0.000388164,-7.12E-10,3.99E-05,-2.94E-05,-8.79E-05,7.30E-05,7.41E-05,1.67E-05,-9.75E-05,-0.000149283,-0.000271208,6.56E-05,0.000238016,0.000150407,0.000193981,0.000667476,1
2074849_no_solvent,0.00918,295.5026,2082.4356,2125.756,9842,17928,11104,280,1280,1532,1056,72.1488,35.882,20.9,24.398,4225,4940,1820,3380,8,100,260,160,220,12.3984,7.6608,10.2144,-21.62,-10.2,-13.38,574,492,468,74,64,58,9.42,8.88,7.36,426.0074,912.759,1512.808,2053.661,1793,3846,6296,61,314,380,1584,1784,25.8693,64.6198,100.588,9.607125,60.5,46.5,1.5,3,0.5404,53.3925,64.915,89.57258575,0.75,2.75,-0.25,-0.015,0.07,-2.25,-2.8017775,20.7125,96.56,2.36125,0.625,-2.811109375,0.010650124,-0.006065841,0.007715179,0.004670512,-0.002660118,0.013680416,0.002827372,-0.001610347,-0.001565087,0.008048909,-0.004716873,2.38E-05,-8.86E-05,1.18E-05,-6.79E-05,3.82E-05,0.000107071,0.000135873,-7.77E-05,-5.12E-05,-0.00019056,-2.64E-05,3.12E-05,0.000276948,-0.000162342,0.000130303,-2.76E-07,9.83E-06,-2.36E-05,-0.000107493,0.000265501,0.000107429,2.02E-05,-3.12E-05,-8.21E-05,-0.000129783,7.21E-05,0.000270204,0.000153257,0.00024636,0.001032464,2
2104369_no_solvent,0.022,83.8879,202.3112,299.472,1342,2978,1632,36,112,126,88,14.6236,21.384,25.245,51.117,900,900,1080,1680,12,16,40,72,96,3.8776,6.0522,9.9036,-6.36,-5.4,-11.18,90,144,304,6,6,24,2.28,3.24,8.16,261.474,556.424,894.2814,1118.9405,1026,2258,3554,41,179,226,802,921,16.7721,40.8106,60.9148,19.336,56.5,76,2.5,7.5,0.5477,113.565,160.962614,135.052614,8,8.5,-2,0.34,0.33,-4.00711,-5.05711,18.49,79.52833333,1.555,-0.333333333,-6.503555,0.010338814,-0.010365444,0.006910319,0.004214745,-0.004225601,0.015222763,0.002570659,-0.00257728,-0.002391301,0.008614682,-0.009308589,1.58E-05,-2.37E-05,-3.32E-05,-1.97E-05,-6.04E-06,8.92E-05,5.40E-05,1.09E-05,7.20E-05,3.81E-06,-2.19E-05,2.88E-05,0.000210509,-7.38E-05,4.68E-05,3.79E-35,-2.75E-07,-5.01E-06,-7.50E-06,3.98E-05,-8.59E-06,-6.29E-06,-2.34E-05,-6.21E-05,2.29E-05,4.53E-05,-3.36E-05,0.00023424,0.000173777,0.000338663,2
2168434_no_solvent,0,239.5521,857.7234,1269.4617,2973,8628,8640,167,464,662,747,44.0607,27.06,29.4525,61.0005,900,1140,1260,2100,14,25,60,105,150,4.8339,7.0609,11.8686,-8.15,-6.3,-13.87,112,168,350,13,14,40,2.86,3.78,9.28,226.9559143,425.5968,732.8292571,873.3746,1020,1931.142857,3426.285714,29.42857143,124.8571429,158.5714286,558.8571429,632.2857143,13.30648571,30.59134286,46.71777143,19.58986667,59,96.66666667,2,6,0.542766667,95.67333333,136.635076,137.097538,6,5,-2,0.213333333,0.066666667,-4.671406667,-8.335703333,28.92148571,132.1345905,3.670952381,-2.238095238,-16.07426381,0.005324329,-0.004257872,0.004185128,0.002402035,-0.00192091,0.008266002,0.001378637,-0.001102497,-0.000819785,0.003527674,-0.003793969,2.04E-05,-1.19E-05,-3.12E-05,-2.64E-05,-6.16E-05,0.000110315,6.58E-05,0.000142032,2.01E-05,2.11E-05,2.17E-06,8.28E-05,0.000121768,9.38E-05,0.000227141,3.12E-35,1.45E-05,-1.83E-05,-2.08E-05,5.26E-05,1.95E-05,1.10E-06,-4.47E-05,-0.000112476,-3.44E-05,5.12E-05,4.84E-05,0.000141387,6.17E-05,0.000149671,1
2168435_no_solvent,0.0087,170.617,672.9868,916.608,2698,7408,8352,112,308,428,512,32.8444,27.72,25.245,55.209,900,1170,1080,2100,12,25,55,90,140,4.8077,6.0522,10.8468,-8.55,-5.4,-13.66,111,144,290,14,12,32,2.88,3.24,7.44,254.4376,480.369,843.2333333,988.7573333,1314.666667,2392,4438,32.66666667,141.3333333,180.6666667,660,752,15.46266667,35.6818,56.01493333,18.2608,61,88,1.6,4.8,0.53882,81.36,117.1730456,125.8890456,4.4,5.8,-2,0.112,0.084,-5.202844,-9.222844,54.30208,174.18176,3.588,-2.8,-16.884,0.004053118,-0.001926093,0.003101427,0.001801227,-0.000855966,0.00517136,0.001046106,-0.000497123,-0.000360744,0.00217945,-0.001427249,1.38E-05,-2.46E-05,-2.29E-05,-3.95E-05,5.16E-06,9.00E-05,0.00010596,-1.47E-05,3.94E-05,-2.43E-05,2.32E-05,-7.16E-06,0.000204597,-1.28E-05,3.79E-05,5.45E-35,6.10E-06,-8.50E-06,4.49E-07,4.59E-06,2.74E-06,-6.75E-06,-1.94E-05,-6.72E-05,7.95E-06,2.11E-05,9.65E-06,0.000125919,-2.77E-05,3.67E-05,1
745475_no_solvent,0.021,266.0432,1027.9552,1769.2432,4276,14928,19544,232,624,1040,1280,57.72,22.8608,42.0368,61.9648,729,756,1404,2862,14,16,48,96,160,3.78,7.6608,12.8016,-4.64,-7.32,-6.64,80,164,272,4,8,16,2.04,4,7.48,200.7489,534.5224,941.006,1232.921,819,2392,3956,32,202,266,1420,1546,13.8352,41.597,70.1956,22.192,49,91,4,10,0.5625,138.38,200.592614,200.592614,8,8,-1,0.34,0.34,-4.90711,-4.90711,0,0,0,0,0,0.006102661,-0.006248193,0.006697151,0.002904373,-0.002973635,0.016850913,0.001259548,-0.001289585,-0.000719093,0.004074935,-0.007482057,1.19E-05,-3.30E-05,-1.83E-05,-4.62E-05,4.14E-05,8.82E-05,0.000134751,-0.000121527,4.09E-05,-0.000150926,4.45E-05,-3.81E-05,0.000279289,-0.000258186,0.000239427,6.60E-08,2.39E-05,-7.52E-05,-4.65E-05,0.000104339,2.38E-05,0.000218146,-1.55E-05,-0.000168612,-6.62E-05,4.99E-05,3.74E-05,0.000528709,0.000314655,0.000379924,1
817665_no_solvent,0.209,266.2198,1159.6872,1675.6392,4990,25536,25896,234,1148,1716,2520,74.1835,21.714,37.1745,82.2195,900,915,3937.5,3487.5,17.25,16,55,168,321,3.8645,11.937375,17.066025,-6.56,-6.4425,-21.3675,89.5,161.25,401.25,2.25,-3,-11.25,2.29,3.66,9.57,191.1179,696.2336,1276.3918,1444.684,638,2225,3616,31,224,531,2994,2954,10.9031,44.5177,71.7621,84.078,56.5,270,5.25,22.5,0.5477,157.2,241.8975,530.495891,4.5,46.5,-4.5,-0.09,2.07,-14.85,-13.69266,0,0,0,0,0,0.046446982,-0.003306785,0.027121592,0.023226708,-0.001653622,0.063376761,0.019891162,-0.001416148,-0.002444853,0.093701531,-0.003864124,0.000121763,-2.54E-05,1.83E-05,2.54E-05,-0.000100184,3.73E-05,1.31E-05,-5.26E-05,-5.05E-06,2.96E-05,2.29E-05,-7.03E-05,5.22E-05,-0.000156488,0.000474596,-1.63E-06,-0.000131331,5.83E-05,-0.000117099,0.00039067,0.000575002,-0.000286717,0.000996368,-0.000489439,0.001021944,-0.000420176,0.000870082,0.000211155,-0.000436783,0.000944857,2
946147_no_solvent,0.042,467.3186,4181.3352,3624.384,12080,71424,90624,528,2112,4272,5664,134.904,36.6016,20.6416,105.07,1600,2560,7360,7360,24,64,160,352,448,8.9936,14.2296,27.2272,-16.88,-4.88,-47.08,256,136,776,44,20,136,6.48,3.08,19.28,541.3528,1424.018,2441.1404,3307.8998,2320,5408,11144,76,486,700,3552,4670,33.1468,90.718,147.8184,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,54.76,230.4743567,2.776666667,-0.666666667,0.250076667,0.011389483,0.006573461,0.005560592,0.004928404,0.002844438,0.009755463,0.00436809,0.002521051,0.001969126,0.006753437,0.004990261,1.75E-08,5.16E-08,-6.28E-08,-2.65E-07,6.23E-07,5.90E-08,5.08E-07,-1.17E-06,-1.86E-07,1.80E-06,8.94E-07,-2.45E-06,5.23E-06,-1.17E-05,2.80E-05,5.82E-08,3.27E-05,3.42E-06,-5.88E-07,4.43E-05,2.51E-05,-7.66E-06,-5.98E-05,1.58E-05,1.37E-05,-9.82E-06,6.27E-06,1.14E-05,-1.51E-05,2.58E-05,1
992002_no_solvent,0.00907,116.994,306.584,358.598,3370,5913.333333,9380,53.33333333,180,206.6666667,220,25.25,11.552,21.242,36.29,841,406,754,2726,8,4,12,24,48,2.07,4.1952,10.1844,-2.28,-3.58,-3.9,44,90,138,-2,-4,-8,1.26,2.48,3.66,224.8014,492.4474,837.158,957.856,720,1708,2560,38,160,218,700,736,13.2886,33.6814,50.7964,36.632,49,140,4,10,0.5625,138.38,250.86,317.565228,3,15,-1,-0.06,0.7,-11.7,-5.91422,0,0,0,0,0,0.017039669,-0.015081721,0.008424628,0.005836772,-0.005166096,0.023100871,0.004043848,-0.003579188,-0.005141955,0.022992922,-0.014165768,3.65E-07,6.24E-08,-2.40E-06,4.74E-06,-7.55E-06,1.74E-06,-6.60E-07,1.67E-05,0.000311326,-0.000102554,-0.000130561,-9.81E-05,8.34E-05,-6.59E-05,0.000204247,4.43E-08,-1.09E-06,1.31E-06,-2.17E-05,7.30E-05,2.10E-05,1.90E-05,1.21E-05,3.68E-05,2.17E-05,5.72E-05,4.10E-05,0.000235573,9.38E-05,0.000123264,2
Al(HCOO)3_no_solvent,0.024,112.6087,404.274,526.32,769,2856,2880,60,168,192,120,17.7828,33.2304,24.633,54.4824,169,624,468,702,12,36,72,108,108,5.5188,5.8212,8.316,-10.98,-5.64,-14.52,30,42,102,24,18,54,3.18,2.94,8.52,35.0097,46.308,53.9392,0,165,204,0,4,0,12,6,0,1.7956,2.8182,2.1462,0,64,0,1,3,0.5329,59.89,51.977683,0,7,0,-2,0.36,0,0.79289,0,0,0,0,0,0,0.004170732,-0.002238751,0.002249432,0.001575251,-0.000845558,0.003457634,0.001103129,-0.000592134,-0.000260166,0.001063866,-0.001299719,1.03E-05,-5.70E-06,-2.74E-05,5.33E-06,-4.14E-05,5.04E-05,-1.18E-05,9.16E-05,1.51E-05,2.29E-05,-1.41E-05,0.00010991,2.76E-06,-2.14E-05,0.000166476,3.72E-07,2.63E-07,4.43E-06,-3.70E-06,4.66E-05,3.54E-05,-2.68E-05,-7.19E-05,-2.31E-05,-6.24E-06,2.22E-05,2.29E-05,2.61E-05,-1.44E-06,1.81E-05,1
Al(OH)(1-4-NDC)_no_solvent,0.023,149.5302,851.8898,650.0224,1122,5810,4736,80,352,528,448,31.0688,33.2304,19.0141,38.5756,169,624,481,728,8,36,72,108,120,5.5188,5.4684,7.56,-10.98,-3.76,-11.08,30,28,48,24,12,28,3.18,1.96,4.08,154.4044,306.561,486.2404,592.682,694,1392,2264,22,92,118,424,476,10.0678,23.331,34.8104,11.696,64,64,0.666666667,2,0.5329,39.92666667,58.65333333,79.85333333,1.333333333,2.666666667,-1.333333333,-0.026666667,-0.053333333,-4,-8,0,0,0,0,0,0.004722909,-0.002188554,0.002198569,0.001635811,-0.00075802,0.00463525,0.001217099,-0.000563993,-0.000372695,0.002279007,-0.001598136,1.03E-06,-2.59E-06,1.96E-06,-4.11E-06,7.39E-06,4.54E-06,8.64E-06,-1.55E-05,-4.93E-06,-1.86E-05,-7.83E-06,1.41E-05,1.64E-05,-2.95E-05,5.31E-05,1.85E-08,-1.39E-05,2.15E-05,-1.65E-05,2.49E-05,-2.31E-05,-5.02E-05,-2.87E-05,-6.19E-05,5.02E-05,4.64E-05,-3.85E-05,0.000103506,-9.15E-05,9.25E-05,1
ALAMUW_no_solvent.cif,0.00654,127.8988,456.1952,525.632,2338,4832,6016,64,192,256,320,25.112,26.144,19.38,45.524,841,928,696,1624,8,16,32,48,80,4.0296,4.2504,8.28,-6.16,-2.6,-8.76,84,92,176,8,4,12,2.6,2.44,5.04,368.2714,731.442,1212.6096,1534.289,1810,3624,6800,48,218,272,1064,1194,24.0304,55.8096,87.9224,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,36.98,203.7133333,3.586666667,-1.333333333,-19.27140667,0.002082026,0.001133298,0.001384968,0.000933526,0.000508141,0.001568115,0.000629235,0.000342508,9.42E-05,0.000290834,0.000575337,3.68E-08,1.46E-07,6.49E-07,-4.49E-07,-2.42E-06,3.61E-07,1.79E-06,7.98E-06,2.76E-06,-9.94E-06,-1.38E-05,-5.23E-05,1.21E-05,4.03E-05,0.000176782,-2.07E-34,2.73E-06,-3.90E-07,-1.03E-05,2.04E-05,9.72E-06,2.77E-06,-1.09E-05,8.88E-07,-3.43E-06,3.37E-08,2.31E-05,1.70E-06,6.16E-06,0.000103269,0
AlaZnCl_no_solvent,0.00167,184.422,776.3552,993.8624,3192,8972,8544,128,400,580,552,37.9164,26.598,28.875,50.5395,900,1410,1110,1530,12,25,60,105,130,5.1745,6.5369,9.3796,-7.87,-5.95,-10.83,103,173,309,13,14,34,2.6,4.18,8.56,149.0729,300.339,491.7752,561.9774,560,1152,1500,23,88,122,372,376,8.8959,20.867,29.8532,32.8016,56.5,124.25,2.5,8.5,0.5477,113.565,190.2057675,185.514609,9.75,12.75,-2.5,0.43,0.62,-4.2588875,-1.9124425,0,0,0,0,0,0.011118422,-0.001294636,0.008371966,0.004570357,-0.000532175,0.0171763,0.002495013,-0.000290521,-0.000241948,0.007809044,-0.001091834,8.42E-07,6.43E-06,3.68E-06,-1.35E-06,-5.70E-06,2.76E-06,-9.74E-06,6.31E-06,0.000303725,-7.32E-05,-0.000227992,-4.67E-05,0.000206224,2.10E-05,5.65E-05,-3.14E-07,-1.66E-06,4.56E-06,-2.51E-06,5.33E-05,-3.22E-05,-3.25E-05,-2.08E-05,-1.37E-05,7.89E-06,1.09E-05,-7.12E-06,4.23E-05,-1.46E-05,1.45E-05,1
AlaZnOAc_no_solvent,0.00165,257.1552,991.2108,1226.8124,3018,9168,9656,156,504,708,780,45.7312,27.06,29.4525,60.423,900,1140,1260,1950,14,25,60,115,155,4.8339,7.0609,11.3446,-8.15,-6.3,-13.52,112,168,355,13,12,39,2.86,3.78,9.68,149.0729,300.339,491.7752,561.9774,560,1152,1500,23,88,122,372,376,8.8959,20.867,29.8532,29.43573333,59,90.83333333,2,6.666666667,0.542766667,95.67333333,156.1305117,147.564089,7.166666667,15.5,-2.333333333,0.273333333,0.773333333,-4.839258333,-0.482071667,9.363333333,29.32666667,1.24,-0.666666667,0.79289,0.01232416,-0.006120859,0.006912493,0.004594611,-0.002281938,0.01584329,0.003053957,-0.001516764,-0.001585574,0.0110085,-0.005230154,8.84E-07,-5.49E-06,-9.46E-06,8.75E-06,-5.92E-06,3.57E-06,-1.82E-05,9.94E-06,0.000286357,7.86E-06,-0.000207071,4.15E-05,0.000157361,-5.33E-05,5.04E-05,-2.14E-06,-4.05E-06,9.04E-06,3.52E-06,7.30E-05,-3.34E-06,-5.32E-05,-3.63E-06,-1.88E-05,-1.71E-05,-7.05E-07,4.83E-06,5.42E-05,8.19E-06,3.83E-05,1
AVIPAX_no_solvent.cif,0.00881,230.6597,969.0934,1209.632,1658,7232,8736,154,472,706,816,48.6626,22.18266667,18.96006667,44.016,144,472,480,876,11.66666667,25.66666667,58,101,141.6666667,5.092033333,6.996333333,11.47676667,-10.38333333,-6.613333333,-18.31666667,20.66666667,32,67,14.33333333,11,31.66666667,3.286666667,3.306666667,7.96,116.6135,212.874,324.1904,351.084,560,1020,1428,15,50,74,228,216,7.2551,15.631,21.814,18.3056,62,100,1.4,4.2,0.536846667,74.20333333,107.4420304,137.2573333,3.6,3.866666667,-2,0.061333333,-0.077333333,-5.468562667,-11.96,18.25333333,77.98174267,0.49,-0.666666667,-3.9,0.002899431,-0.000182627,0.001726086,0.001224161,-7.71E-05,0.002706144,0.00086819,-5.47E-05,-1.99E-05,0.00069983,-0.000120887,6.83E-06,-6.14E-06,-7.69E-06,-8.28E-07,-3.17E-05,3.11E-05,1.84E-06,6.78E-05,6.32E-06,2.97E-05,-9.39E-07,3.31E-05,4.57E-06,4.74E-06,0.000152539,2.76E-35,-4.44E-07,-1.77E-06,-1.13E-05,2.08E-05,1.91E-06,1.55E-05,-2.79E-06,9.05E-06,8.36E-06,-7.24E-06,1.23E-05,3.09E-05,3.14E-05,0.000170589,0
AVIPEB_no_solvent.cif,0,127.3293,562.6442,738.112,725,3340,2464,92,306,392,272,23.229,31.0208,24.89,12.445,144,660,336,168,4,49,119,112,56,7.1307,6.3384,3.1692,-14.51,-8.52,-4.26,29,68,34,32,40,20,4.6,6.56,3.28,116.6135,212.874,324.1904,351.084,560,1020,1428,15,50,74,228,216,7.2551,15.631,21.814,6.2288,63,34,0.533333333,1.6,0.534873333,27.12,39.05768187,48.66533333,1.466666667,1.266666667,-0.666666667,0.037333333,-0.025333333,-1.734281333,-3.98,0,0,0,0,0,0.011358478,-0.00149171,0.005423997,0.005104284,-0.000670346,0.009700532,0.004803417,-0.000630833,-0.000160367,0.002320658,-0.001198879,2.48E-05,-9.15E-05,-8.07E-05,-5.51E-05,-5.30E-05,0.000236831,0.000331307,5.52E-05,0.000447585,0.000193851,5.30E-05,0.000261429,0.000762256,-0.000179205,0.000257745,1.90E-35,-4.54E-05,-3.46E-05,-1.11E-05,0.000107026,0.000118274,-0.000151489,0.000126535,-9.65E-05,0.000164906,-0.000226578,-0.000287183,0.000283055,0.000133278,0.001022616,0
BELYIC_no_solvent.cif,0.00118,75.0605,168.7272,210.528,544,1344,1152,24,80,80,48,12.6144,18.0256,13.362,31.3876,144,384,288,672,8,16,32,48,96,4.0588,4.2812,8.34,-8.52,-4.96,-13.48,16,24,40,8,4,8,2.64,2.48,5.12,51.1922,81.753,121.4552,90.816,203,300,96,7,12,30,42,12,2.6623,5.1436,5.845,22.704,64,24,1,3,0.5329,59.89,87.98,71.663049,2,21,-2,-0.04,1.08,-6,2.37867,0,0,0,0,0,0.013772895,0.001114666,0.003926187,0.003966214,0.000320993,0.008689144,0.004006649,0.000324266,0.000354047,0.009583909,0.000710398,1.87E-06,2.78E-05,3.20E-05,-3.47E-06,1.21E-06,2.15E-05,3.16E-05,-1.65E-05,0.00077429,0.00010776,-0.000318796,0.000174803,0.000142894,-0.000109401,0.000119924,1.52E-05,-2.02E-06,1.92E-05,-7.38E-06,5.59E-05,5.45E-05,-1.98E-05,9.62E-05,8.34E-05,7.02E-05,0.000107688,9.56E-05,0.000221105,5.59E-05,8.07E-05,0
BELYUO_no_solvent.cif,0.00209,417.3306,1957.9698,2190.6066,2145,11424,14052,300,1080,1770,2226,75.7566,27.0384,23.4752,60.6006,144,576,720,1296,15,36,96,180,252,6.0882,10.286,15.5541,-12.78,-7.44,-26.61,24,36,72,20,18,48,3.96,3.72,9.66,51.1922,81.753,121.4552,90.816,203,300,96,7,12,30,42,12,2.6623,5.1436,5.845,25.22666667,64,26.66666667,1,3,0.5329,59.89,87.98,79.62561,2,23.33333333,-2,-0.04,1.2,-6,2.642966667,18.72666667,58.65333333,2.48,-0.666666667,1.58578,0.014894017,-0.007388257,0.004988469,0.004446703,-0.002205811,0.012836716,0.003963775,-0.001966252,-0.002563036,0.014915583,-0.005676165,2.12E-06,1.28E-05,1.22E-06,-1.75E-06,-6.18E-06,6.82E-06,5.64E-06,7.53E-06,2.72E-05,-5.02E-05,-3.66E-05,-2.54E-05,6.66E-05,-3.25E-05,0.000139693,7.20E-35,-2.84E-06,-5.18E-06,1.43E-05,3.46E-05,-2.21E-06,2.74E-05,1.43E-05,7.76E-05,-8.16E-05,1.81E-05,3.80E-05,0.000144743,-0.000158861,0.000295908,0
BICPOT_no_solvent.cif,0.076,94.2306,317.4731333,305.4781333,1643.666667,3686,4934.666667,41.33333333,136,168.6666667,144,19.25786667,25.3575,15.39965,71.9992,169,474.5,864.5,1352,13,20.5,41,84.5,118,4.1265,6.1362,11.9574,-8.505,-2.32,-23.79,22,-8,65,11.5,2,33,2.395,0.8,6.89,52.1305,60.2688,142.0032,0,481,960,0,5,0,20,12,0,3.2552,6.1904,6.3948,0,65.13333333,0,0.933333333,3.733333333,0.53098,123.6666667,78.652,0,0,0,-2.8,0,0,0,0,583.3333333,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
